source,prediction,detector,native,model,id
AI,Human,HFOpenAI,NA,GPT3,384
AI,Human,Quil,NA,GPT3,69
Human,Human,GPTZero,Yes,Human,890
AI,Human,Sapling,NA,GPT4,375
Human,Human,GPTZero,Yes,Human,806
Human,Human,GPTZero,Yes,Human,195
AI,AI,OriginalityAI,NA,GPT4,120
AI,Human,OriginalityAI,NA,GPT3,409
AI,AI,HFOpenAI,NA,GPT4,83
AI,AI,OriginalityAI,NA,GPT3,634
AI,Human,Crossplag,NA,GPT4,496
AI,Human,ZeroGPT,NA,GPT4,504
AI,AI,Crossplag,NA,GPT4,169
Human,AI,Sapling,No,Human,263
Human,Human,HFOpenAI,Yes,Human,812
AI,AI,ZeroGPT,NA,GPT4,291
AI,Human,Sapling,NA,GPT4,167
AI,AI,OriginalityAI,NA,GPT3,730
Human,Human,HFOpenAI,Yes,Human,747
Human,Human,HFOpenAI,Yes,Human,859
AI,Human,Crossplag,NA,GPT3,74
Human,Human,OriginalityAI,Yes,Human,842
AI,Human,OriginalityAI,NA,GPT4,709
Human,AI,Sapling,No,Human,338
Human,Human,OriginalityAI,Yes,Human,824
AI,AI,HFOpenAI,NA,GPT3,572
Human,Human,OriginalityAI,Yes,Human,93
AI,AI,GPTZero,NA,GPT3,515
Human,AI,OriginalityAI,No,Human,275
AI,AI,ZeroGPT,NA,GPT3,71
AI,AI,Crossplag,NA,GPT4,120
Human,Human,ZeroGPT,Yes,Human,237
Human,AI,GPTZero,No,Human,899
AI,Human,OriginalityAI,NA,GPT4,207
Human,Human,ZeroGPT,Yes,Human,757
Human,Human,GPTZero,Yes,Human,142
AI,Human,Sapling,NA,GPT4,96
Human,Human,HFOpenAI,Yes,Human,806
AI,Human,Sapling,NA,GPT4,261
AI,AI,GPTZero,NA,GPT3,284
AI,Human,ZeroGPT,NA,GPT4,404
Human,Human,OriginalityAI,Yes,Human,879
Human,Human,GPTZero,No,Human,398
AI,Human,ZeroGPT,NA,GPT4,690
AI,AI,Quil,NA,GPT4,694
Human,Human,HFOpenAI,Yes,Human,745
AI,Human,HFOpenAI,NA,GPT4,578
Human,Human,Crossplag,No,Human,400
Human,Human,Crossplag,Yes,Human,549
Human,Human,OriginalityAI,Yes,Human,132
AI,Human,Crossplag,NA,GPT4,136
AI,Human,ZeroGPT,NA,GPT3,11
Human,Human,Crossplag,Yes,Human,45
AI,Human,HFOpenAI,NA,GPT3,61
Human,Human,Crossplag,Yes,Human,868
AI,Human,GPTZero,NA,GPT4,393
AI,Human,Quil,NA,GPT3,284
Human,Human,ZeroGPT,Yes,Human,485
AI,Human,Sapling,NA,GPT3,531
AI,Human,OriginalityAI,NA,GPT4,457
AI,Human,GPTZero,NA,GPT4,434
Human,AI,Sapling,No,Human,884
AI,Human,OriginalityAI,NA,GPT4,616
AI,Human,Quil,NA,GPT4,411
Human,Human,GPTZero,Yes,Human,845
Human,AI,ZeroGPT,No,Human,467
Human,Human,Crossplag,Yes,Human,104
AI,Human,ZeroGPT,NA,GPT4,695
AI,Human,HFOpenAI,NA,GPT4,454
AI,Human,Quil,NA,GPT4,340
Human,Human,GPTZero,Yes,Human,794
Human,Human,Sapling,No,Human,450
AI,Human,ZeroGPT,NA,GPT4,168
Human,Human,GPTZero,Yes,Human,47
AI,AI,ZeroGPT,NA,GPT3,701
Human,AI,GPTZero,No,Human,342
AI,Human,OriginalityAI,NA,GPT4,282
Human,Human,HFOpenAI,No,Human,460
Human,Human,GPTZero,Yes,Human,851
Human,AI,Crossplag,Yes,Human,89
Human,Human,Crossplag,Yes,Human,779
AI,Human,HFOpenAI,NA,GPT3,637
Human,Human,Quil,Yes,Human,473
AI,Human,Crossplag,NA,GPT4,725
AI,Human,HFOpenAI,NA,GPT3,638
AI,AI,GPTZero,NA,GPT4,449
AI,Human,HFOpenAI,NA,GPT4,705
Human,Human,GPTZero,Yes,Human,337
AI,AI,Sapling,NA,GPT3,72
Human,Human,OriginalityAI,Yes,Human,909
AI,Human,Quil,NA,GPT4,714
AI,Human,HFOpenAI,NA,GPT3,521
AI,Human,GPTZero,NA,GPT3,689
AI,AI,HFOpenAI,NA,GPT4,230
AI,AI,GPTZero,NA,GPT3,731
Human,Human,GPTZero,Yes,Human,789
AI,Human,Sapling,NA,GPT3,27
Human,AI,OriginalityAI,No,Human,329
Human,AI,Sapling,No,Human,495
AI,Human,ZeroGPT,NA,GPT3,22
AI,Human,ZeroGPT,NA,GPT3,58
AI,Human,Crossplag,NA,GPT3,4
AI,AI,ZeroGPT,NA,GPT3,65
AI,Human,ZeroGPT,NA,GPT3,35
Human,Human,Crossplag,Yes,Human,119
Human,Human,OriginalityAI,Yes,Human,94
AI,Human,OriginalityAI,NA,GPT4,239
Human,AI,Crossplag,No,Human,310
Human,Human,OriginalityAI,Yes,Human,878
Human,Human,Crossplag,Yes,Human,874
AI,Human,OriginalityAI,NA,GPT4,623
AI,Human,OriginalityAI,NA,GPT4,912
Human,AI,Quil,No,Human,356
AI,AI,OriginalityAI,NA,GPT4,136
AI,Human,ZeroGPT,NA,GPT4,285
Human,Human,Sapling,Yes,Human,173
Human,Human,Crossplag,Yes,Human,833
Human,AI,Quil,No,Human,249
AI,Human,Quil,NA,GPT4,245
AI,Human,HFOpenAI,NA,GPT4,895
Human,Human,HFOpenAI,Yes,Human,786
AI,AI,Sapling,NA,GPT3,8
Human,Human,ZeroGPT,No,Human,490
AI,Human,Sapling,NA,GPT4,728
AI,Human,HFOpenAI,NA,GPT4,288
AI,AI,Sapling,NA,GPT4,399
Human,Human,ZeroGPT,Yes,Human,860
AI,Human,Crossplag,NA,GPT4,516
AI,AI,Sapling,NA,GPT4,251
AI,Human,Sapling,NA,GPT4,118
Human,Human,OriginalityAI,Yes,Human,736
Human,Human,ZeroGPT,Yes,Human,755
Human,Human,OriginalityAI,Yes,Human,872
Human,Human,Crossplag,Yes,Human,337
AI,AI,Quil,NA,GPT3,510
AI,Human,HFOpenAI,NA,GPT3,508
Human,Human,ZeroGPT,Yes,Human,365
AI,AI,OriginalityAI,NA,GPT4,501
AI,Human,Crossplag,NA,GPT3,29
AI,AI,Quil,NA,GPT4,53
AI,Human,Quil,NA,GPT3,708
Human,AI,Crossplag,No,Human,430
Human,Human,Sapling,Yes,Human,294
AI,AI,Sapling,NA,GPT4,513
AI,AI,HFOpenAI,NA,GPT4,87
Human,Human,GPTZero,Yes,Human,314
AI,AI,Sapling,NA,GPT3,515
Human,Human,Crossplag,Yes,Human,768
Human,Human,ZeroGPT,Yes,Human,290
AI,Human,OriginalityAI,NA,GPT4,518
Human,Human,HFOpenAI,Yes,Human,424
AI,Human,HFOpenAI,NA,GPT3,31
AI,Human,Quil,NA,GPT4,282
AI,Human,HFOpenAI,NA,GPT4,502
Human,Human,HFOpenAI,Yes,Human,269
AI,Human,OriginalityAI,NA,GPT4,719
Human,Human,OriginalityAI,Yes,Human,173
Human,Human,Quil,Yes,Human,915
Human,Human,ZeroGPT,Yes,Human,736
AI,Human,GPTZero,NA,GPT4,557
AI,AI,Sapling,NA,GPT3,687
AI,Human,GPTZero,NA,GPT3,384
Human,Human,ZeroGPT,Yes,Human,389
AI,AI,HFOpenAI,NA,GPT4,728
Human,Human,Quil,Yes,Human,729
Human,Human,HFOpenAI,Yes,Human,407
Human,Human,ZeroGPT,Yes,Human,89
Human,Human,HFOpenAI,Yes,Human,835
AI,Human,OriginalityAI,NA,GPT3,201
Human,Human,ZeroGPT,Yes,Human,864
AI,AI,OriginalityAI,NA,GPT4,341
Human,Human,GPTZero,Yes,Human,101
AI,Human,Sapling,NA,GPT4,168
AI,Human,GPTZero,NA,GPT4,118
AI,Human,HFOpenAI,NA,GPT3,576
AI,AI,Crossplag,NA,GPT3,687
Human,Human,OriginalityAI,Yes,Human,805
AI,Human,Crossplag,NA,GPT4,244
AI,Human,HFOpenAI,NA,GPT3,220
AI,AI,OriginalityAI,NA,GPT4,103
Human,AI,ZeroGPT,No,Human,545
Human,Human,HFOpenAI,Yes,Human,742
AI,Human,OriginalityAI,NA,GPT3,211
Human,Human,Crossplag,Yes,Human,745
AI,Human,GPTZero,NA,GPT4,702
Human,Human,ZeroGPT,Yes,Human,130
Human,Human,ZeroGPT,No,Human,302
Human,Human,Sapling,Yes,Human,289
Human,Human,ZeroGPT,Yes,Human,446
Human,Human,Crossplag,No,Human,542
AI,Human,GPTZero,NA,GPT4,476
Human,AI,OriginalityAI,No,Human,350
Human,AI,Quil,No,Human,242
Human,Human,ZeroGPT,Yes,Human,486
AI,AI,Quil,NA,GPT4,163
AI,Human,Crossplag,NA,GPT4,235
AI,Human,OriginalityAI,NA,GPT4,598
AI,Human,Quil,NA,GPT4,154
AI,Human,GPTZero,NA,GPT4,669
Human,Human,GPTZero,Yes,Human,243
AI,AI,HFOpenAI,NA,GPT4,722
Human,Human,GPTZero,Yes,Human,885
Human,Human,Crossplag,Yes,Human,122
Human,Human,Quil,Yes,Human,446
AI,Human,HFOpenAI,NA,GPT3,700
AI,Human,Quil,NA,GPT4,725
Human,Human,Sapling,No,Human,542
AI,Human,GPTZero,NA,GPT3,663
AI,AI,OriginalityAI,NA,GPT3,619
AI,Human,HFOpenAI,NA,GPT4,81
Human,Human,HFOpenAI,Yes,Human,926
AI,AI,Crossplag,NA,GPT3,487
AI,Human,Crossplag,NA,GPT3,656
AI,Human,Sapling,NA,GPT4,561
Human,AI,Crossplag,No,Human,320
AI,Human,HFOpenAI,NA,GPT3,23
Human,Human,OriginalityAI,Yes,Human,157
AI,Human,HFOpenAI,NA,GPT3,202
AI,Human,Sapling,NA,GPT4,303
Human,Human,Sapling,Yes,Human,48
Human,Human,OriginalityAI,Yes,Human,854
Human,Human,OriginalityAI,Yes,Human,769
Human,Human,ZeroGPT,Yes,Human,795
AI,Human,GPTZero,NA,GPT4,266
Human,Human,HFOpenAI,Yes,Human,867
Human,AI,Quil,No,Human,217
AI,Human,GPTZero,NA,GPT4,489
AI,Human,OriginalityAI,NA,GPT3,203
AI,Human,ZeroGPT,NA,GPT3,662
AI,Human,OriginalityAI,NA,GPT4,498
AI,AI,Quil,NA,GPT3,633
AI,Human,Quil,NA,GPT4,696
AI,Human,Crossplag,NA,GPT4,557
Human,Human,HFOpenAI,No,Human,884
AI,Human,Quil,NA,GPT3,632
Human,Human,Crossplag,Yes,Human,417
AI,AI,OriginalityAI,NA,GPT4,236
AI,AI,GPTZero,NA,GPT3,221
Human,Human,Quil,Yes,Human,188
Human,Human,ZeroGPT,Yes,Human,915
AI,AI,OriginalityAI,NA,GPT4,519
Human,Human,Crossplag,Yes,Human,50
Human,Human,Crossplag,Yes,Human,147
AI,AI,OriginalityAI,NA,GPT4,602
AI,Human,HFOpenAI,NA,GPT3,692
Human,Human,HFOpenAI,No,Human,327
Human,Human,Crossplag,Yes,Human,175
AI,Human,Crossplag,NA,GPT3,892
Human,Human,Crossplag,Yes,Human,775
AI,Human,Sapling,NA,GPT4,509
AI,AI,OriginalityAI,NA,GPT3,39
AI,Human,Crossplag,NA,GPT3,617
Human,Human,Crossplag,Yes,Human,766
Human,Human,GPTZero,Yes,Human,192
AI,Human,ZeroGPT,NA,GPT4,560
Human,Human,Sapling,No,Human,217
AI,AI,Quil,NA,GPT3,462
AI,Human,Sapling,NA,GPT4,469
Human,Human,Crossplag,Yes,Human,222
AI,AI,Quil,NA,GPT4,187
AI,Human,Quil,NA,GPT4,717
AI,Human,OriginalityAI,NA,GPT4,713
AI,Human,OriginalityAI,NA,GPT3,656
Human,Human,Sapling,Yes,Human,432
AI,Human,Crossplag,NA,GPT4,552
AI,AI,OriginalityAI,NA,GPT4,43
Human,Human,HFOpenAI,Yes,Human,130
AI,Human,ZeroGPT,NA,GPT4,355
Human,Human,Crossplag,No,Human,374
AI,Human,HFOpenAI,NA,GPT3,531
Human,AI,Sapling,No,Human,544
AI,Human,Sapling,NA,GPT4,213
AI,Human,ZeroGPT,NA,GPT3,647
AI,AI,HFOpenAI,NA,GPT4,434
AI,Human,Crossplag,NA,GPT4,550
AI,AI,GPTZero,NA,GPT4,922
AI,AI,Sapling,NA,GPT3,416
AI,Human,HFOpenAI,NA,GPT3,567
AI,Human,Quil,NA,GPT3,381
AI,Human,Crossplag,NA,GPT4,598
Human,AI,Quil,No,Human,373
AI,Human,ZeroGPT,NA,GPT3,703
AI,Human,HFOpenAI,NA,GPT4,232
Human,Human,OriginalityAI,Yes,Human,792
AI,Human,HFOpenAI,NA,GPT4,650
AI,Human,Sapling,NA,GPT4,500
AI,Human,ZeroGPT,NA,GPT3,5
AI,AI,Sapling,NA,GPT3,651
Human,Human,GPTZero,Yes,Human,148
AI,Human,ZeroGPT,NA,GPT4,720
AI,AI,ZeroGPT,NA,GPT4,182
AI,Human,GPTZero,NA,GPT4,83
AI,Human,Crossplag,NA,GPT3,20
AI,AI,Quil,NA,GPT4,162
AI,Human,GPTZero,NA,GPT3,1
AI,Human,HFOpenAI,NA,GPT4,516
Human,Human,OriginalityAI,Yes,Human,438
AI,Human,Crossplag,NA,GPT3,366
AI,Human,HFOpenAI,NA,GPT4,367
AI,AI,Quil,NA,GPT3,659
Human,AI,OriginalityAI,Yes,Human,760
AI,Human,OriginalityAI,NA,GPT3,67
AI,Human,OriginalityAI,NA,GPT4,685
Human,Human,OriginalityAI,Yes,Human,336
Human,Human,HFOpenAI,Yes,Human,402
AI,Human,Quil,NA,GPT4,286
AI,Human,Quil,NA,GPT3,42
Human,Human,ZeroGPT,Yes,Human,775
Human,AI,Quil,No,Human,280
AI,Human,ZeroGPT,NA,GPT4,357
AI,Human,GPTZero,NA,GPT4,558
AI,AI,Quil,NA,GPT4,95
AI,Human,OriginalityAI,NA,GPT4,496
Human,Human,ZeroGPT,Yes,Human,802
AI,Human,HFOpenAI,NA,GPT3,661
Human,Human,ZeroGPT,Yes,Human,751
AI,Human,ZeroGPT,NA,GPT4,639
Human,Human,GPTZero,Yes,Human,194
AI,AI,ZeroGPT,NA,GPT3,211
AI,Human,Quil,NA,GPT4,357
AI,Human,Quil,NA,GPT4,129
AI,AI,OriginalityAI,NA,GPT3,223
Human,AI,OriginalityAI,No,Human,371
AI,AI,ZeroGPT,NA,GPT3,640
AI,Human,GPTZero,NA,GPT4,261
AI,Human,Sapling,NA,GPT3,383
Human,Human,GPTZero,Yes,Human,762
Human,Human,Crossplag,Yes,Human,395
AI,Human,Quil,NA,GPT4,710
AI,AI,GPTZero,NA,GPT3,435
Human,Human,HFOpenAI,Yes,Human,127
AI,Human,Quil,NA,GPT4,268
Human,Human,OriginalityAI,Yes,Human,388
AI,AI,HFOpenAI,NA,GPT4,592
Human,Human,OriginalityAI,Yes,Human,135
AI,AI,HFOpenAI,NA,GPT4,712
Human,Human,OriginalityAI,Yes,Human,800
AI,Human,OriginalityAI,NA,GPT4,258
AI,AI,Quil,NA,GPT4,91
Human,Human,Crossplag,Yes,Human,127
Human,Human,GPTZero,No,Human,302
Human,Human,Sapling,Yes,Human,94
Human,AI,Sapling,No,Human,430
Human,Human,Sapling,Yes,Human,902
Human,Human,ZeroGPT,Yes,Human,73
Human,Human,Quil,Yes,Human,150
Human,Human,Sapling,Yes,Human,193
AI,Human,Sapling,NA,GPT4,550
AI,Human,Quil,NA,GPT3,686
AI,Human,Sapling,NA,GPT3,24
Human,Human,Sapling,Yes,Human,127
Human,Human,ZeroGPT,Yes,Human,780
AI,Human,Quil,NA,GPT3,74
AI,Human,HFOpenAI,NA,GPT3,706
Human,Human,Crossplag,Yes,Human,785
Human,Human,Crossplag,Yes,Human,426
Human,Human,ZeroGPT,Yes,Human,845
Human,Human,HFOpenAI,Yes,Human,314
Human,Human,Crossplag,Yes,Human,116
Human,Human,GPTZero,No,Human,335
AI,AI,OriginalityAI,NA,GPT4,187
AI,Human,Quil,NA,GPT3,692
AI,Human,OriginalityAI,NA,GPT4,283
AI,AI,Quil,NA,GPT3,612
Human,Human,HFOpenAI,Yes,Human,790
Human,AI,Quil,No,Human,277
AI,Human,GPTZero,NA,GPT4,602
Human,Human,Crossplag,Yes,Human,740
Human,Human,Quil,Yes,Human,225
AI,AI,Quil,NA,GPT4,624
AI,Human,ZeroGPT,NA,GPT4,553
Human,Human,OriginalityAI,Yes,Human,417
AI,Human,GPTZero,NA,GPT4,608
AI,Human,ZeroGPT,NA,GPT3,571
AI,Human,Crossplag,NA,GPT3,706
AI,Human,OriginalityAI,NA,GPT3,368
AI,AI,Sapling,NA,GPT3,636
Human,AI,HFOpenAI,No,Human,900
AI,Human,OriginalityAI,NA,GPT3,384
AI,Human,Crossplag,NA,GPT4,594
Human,Human,GPTZero,Yes,Human,328
Human,Human,Crossplag,Yes,Human,738
AI,AI,Sapling,NA,GPT4,606
Human,AI,OriginalityAI,Yes,Human,859
AI,AI,Sapling,NA,GPT3,907
AI,Human,HFOpenAI,NA,GPT4,652
AI,Human,ZeroGPT,NA,GPT4,599
Human,Human,Crossplag,Yes,Human,49
Human,AI,OriginalityAI,No,Human,217
Human,AI,Crossplag,No,Human,246
AI,Human,Sapling,NA,GPT3,619
AI,AI,ZeroGPT,NA,GPT3,16
Human,AI,GPTZero,No,Human,430
AI,AI,Quil,NA,GPT3,596
Human,Human,Sapling,Yes,Human,916
AI,Human,Sapling,NA,GPT4,379
Human,Human,OriginalityAI,Yes,Human,111
AI,Human,Quil,NA,GPT3,21
Human,Human,ZeroGPT,Yes,Human,45
AI,Human,OriginalityAI,NA,GPT4,621
AI,Human,GPTZero,NA,GPT3,633
AI,AI,OriginalityAI,NA,GPT3,515
AI,Human,OriginalityAI,NA,GPT4,440
AI,AI,Quil,NA,GPT3,629
AI,Human,Crossplag,NA,GPT4,547
AI,Human,OriginalityAI,NA,GPT4,268
AI,Human,Sapling,NA,GPT4,434
Human,Human,GPTZero,Yes,Human,436
AI,Human,HFOpenAI,NA,GPT4,118
Human,Human,OriginalityAI,Yes,Human,797
AI,AI,OriginalityAI,NA,GPT4,80
AI,AI,Crossplag,NA,GPT4,679
AI,Human,Crossplag,NA,GPT4,710
Human,AI,Crossplag,No,Human,302
Human,Human,ZeroGPT,Yes,Human,909
Human,AI,Sapling,No,Human,325
Human,AI,OriginalityAI,Yes,Human,405
AI,Human,GPTZero,NA,GPT3,69
AI,Human,HFOpenAI,NA,GPT3,468
AI,Human,Quil,NA,GPT4,518
Human,Human,OriginalityAI,Yes,Human,926
AI,Human,Crossplag,NA,GPT4,653
AI,Human,GPTZero,NA,GPT4,592
AI,AI,Sapling,NA,GPT3,10
AI,Human,GPTZero,NA,GPT4,611
AI,Human,Sapling,NA,GPT4,78
AI,AI,Quil,NA,GPT4,668
Human,Human,HFOpenAI,Yes,Human,147
Human,Human,OriginalityAI,Yes,Human,149
AI,Human,OriginalityAI,NA,GPT3,897
AI,AI,GPTZero,NA,GPT3,701
Human,AI,ZeroGPT,No,Human,403
AI,Human,Sapling,NA,GPT4,443
AI,AI,Quil,NA,GPT4,341
Human,Human,ZeroGPT,No,Human,371
AI,AI,Crossplag,NA,GPT4,326
Human,Human,Quil,Yes,Human,540
AI,AI,Sapling,NA,GPT3,633
AI,Human,ZeroGPT,NA,GPT4,594
AI,Human,Crossplag,NA,GPT3,384
Human,Human,OriginalityAI,Yes,Human,151
Human,AI,GPTZero,No,Human,325
Human,Human,GPTZero,Yes,Human,898
AI,Human,OriginalityAI,NA,GPT4,693
Human,Human,GPTZero,Yes,Human,407
AI,AI,Quil,NA,GPT3,572
AI,Human,HFOpenAI,NA,GPT3,5
Human,Human,OriginalityAI,Yes,Human,767
AI,Human,Crossplag,NA,GPT3,444
AI,AI,OriginalityAI,NA,GPT4,668
Human,Human,ZeroGPT,Yes,Human,801
AI,Human,OriginalityAI,NA,GPT4,355
Human,Human,ZeroGPT,Yes,Human,800
Human,Human,GPTZero,No,Human,259
Human,Human,ZeroGPT,Yes,Human,738
AI,AI,Crossplag,NA,GPT3,684
AI,Human,ZeroGPT,NA,GPT4,360
AI,Human,OriginalityAI,NA,GPT3,220
AI,Human,GPTZero,NA,GPT3,671
AI,Human,Crossplag,NA,GPT4,675
AI,Human,GPTZero,NA,GPT4,92
AI,Human,ZeroGPT,NA,GPT4,603
Human,Human,OriginalityAI,Yes,Human,115
AI,Human,GPTZero,NA,GPT4,57
AI,AI,OriginalityAI,NA,GPT3,25
Human,Human,Crossplag,Yes,Human,782
Human,Human,GPTZero,Yes,Human,853
Human,Human,ZeroGPT,Yes,Human,175
AI,Human,GPTZero,NA,GPT3,678
AI,AI,HFOpenAI,NA,GPT4,129
AI,AI,HFOpenAI,NA,GPT3,439
AI,AI,OriginalityAI,NA,GPT3,478
Human,AI,OriginalityAI,No,Human,373
AI,Human,Sapling,NA,GPT3,68
AI,Human,Crossplag,NA,GPT4,245
AI,Human,ZeroGPT,NA,GPT3,569
Human,Human,OriginalityAI,Yes,Human,49
AI,Human,Sapling,NA,GPT4,536
AI,AI,Crossplag,NA,GPT3,670
Human,Human,GPTZero,Yes,Human,741
Human,AI,HFOpenAI,Yes,Human,190
Human,Human,ZeroGPT,Yes,Human,185
Human,Human,Crossplag,Yes,Human,281
AI,Human,HFOpenAI,NA,GPT3,703
AI,AI,Sapling,NA,GPT4,186
Human,Human,ZeroGPT,Yes,Human,870
AI,Human,ZeroGPT,NA,GPT4,547
Human,Human,GPTZero,Yes,Human,888
AI,AI,Sapling,NA,GPT3,204
AI,Human,GPTZero,NA,GPT4,504
Human,Human,ZeroGPT,Yes,Human,348
AI,Human,Crossplag,NA,GPT3,703
Human,Human,ZeroGPT,Yes,Human,767
AI,Human,Crossplag,NA,GPT3,387
Human,Human,HFOpenAI,Yes,Human,886
AI,Human,GPTZero,NA,GPT4,728
AI,AI,GPTZero,NA,GPT3,422
AI,AI,Quil,NA,GPT4,712
AI,Human,Quil,NA,GPT4,622
Human,Human,ZeroGPT,Yes,Human,93
Human,Human,OriginalityAI,Yes,Human,82
AI,Human,Crossplag,NA,GPT3,382
AI,AI,Quil,NA,GPT4,236
AI,Human,Crossplag,NA,GPT3,615
AI,Human,Sapling,NA,GPT4,695
AI,AI,Quil,NA,GPT3,26
Human,Human,Sapling,No,Human,908
Human,Human,GPTZero,Yes,Human,876
Human,Human,GPTZero,Yes,Human,850
Human,Human,ZeroGPT,Yes,Human,786
AI,Human,HFOpenAI,NA,GPT3,691
Human,Human,HFOpenAI,Yes,Human,920
AI,Human,GPTZero,NA,GPT4,285
AI,Human,Crossplag,NA,GPT4,600
AI,Human,GPTZero,NA,GPT4,357
AI,AI,Quil,NA,GPT3,636
AI,Human,Quil,NA,GPT4,496
Human,Human,Crossplag,Yes,Human,919
AI,Human,Sapling,NA,GPT4,363
Human,AI,OriginalityAI,No,Human,460
AI,AI,Sapling,NA,GPT3,524
Human,Human,HFOpenAI,Yes,Human,737
Human,Human,HFOpenAI,Yes,Human,869
Human,Human,Crossplag,Yes,Human,778
Human,Human,Crossplag,Yes,Human,878
AI,Human,ZeroGPT,NA,GPT4,297
Human,Human,ZeroGPT,Yes,Human,149
Human,Human,Sapling,Yes,Human,417
AI,Human,Crossplag,NA,GPT4,502
AI,Human,Crossplag,NA,GPT4,597
Human,Human,Quil,Yes,Human,916
Human,Human,OriginalityAI,Yes,Human,740
AI,Human,HFOpenAI,NA,GPT4,308
AI,Human,HFOpenAI,NA,GPT4,92
AI,Human,OriginalityAI,NA,GPT3,202
AI,Human,GPTZero,NA,GPT4,257
AI,Human,GPTZero,NA,GPT4,162
AI,Human,ZeroGPT,NA,GPT4,207
AI,Human,OriginalityAI,NA,GPT4,600
Human,Human,ZeroGPT,Yes,Human,470
Human,Human,ZeroGPT,Yes,Human,785
AI,AI,OriginalityAI,NA,GPT4,160
Human,Human,Crossplag,Yes,Human,273
AI,Human,HFOpenAI,NA,GPT3,66
AI,Human,GPTZero,NA,GPT4,582
Human,Human,GPTZero,Yes,Human,880
Human,Human,ZeroGPT,Yes,Human,157
AI,AI,OriginalityAI,NA,GPT4,517
Human,AI,ZeroGPT,Yes,Human,273
Human,Human,Crossplag,Yes,Human,767
AI,Human,Crossplag,NA,GPT4,121
Human,Human,Crossplag,No,Human,293
Human,AI,GPTZero,No,Human,543
AI,AI,HFOpenAI,NA,GPT3,25
AI,AI,OriginalityAI,NA,GPT4,166
AI,Human,HFOpenAI,NA,GPT4,465
AI,Human,ZeroGPT,NA,GPT4,339
AI,Human,Quil,NA,GPT4,256
AI,AI,ZeroGPT,NA,GPT3,34
AI,Human,Quil,NA,GPT3,706
AI,Human,Crossplag,NA,GPT4,719
AI,Human,Crossplag,NA,GPT3,589
AI,Human,OriginalityAI,NA,GPT3,706
Human,AI,Sapling,No,Human,280
Human,AI,Quil,Yes,Human,142
AI,Human,HFOpenAI,NA,GPT4,57
AI,AI,ZeroGPT,NA,GPT3,670
AI,Human,OriginalityAI,NA,GPT3,708
AI,AI,GPTZero,NA,GPT4,233
AI,AI,Crossplag,NA,GPT3,15
Human,AI,HFOpenAI,No,Human,371
AI,AI,OriginalityAI,NA,GPT4,447
Human,Human,Crossplag,Yes,Human,828
AI,Human,Crossplag,NA,GPT4,504
Human,Human,GPTZero,Yes,Human,798
AI,Human,Crossplag,NA,GPT4,621
AI,AI,OriginalityAI,NA,GPT4,504
Human,AI,Quil,No,Human,296
AI,AI,Quil,NA,GPT3,439
Human,Human,Crossplag,Yes,Human,772
AI,Human,Crossplag,NA,GPT4,155
AI,Human,ZeroGPT,NA,GPT3,683
AI,AI,Crossplag,NA,GPT3,634
AI,Human,OriginalityAI,NA,GPT4,363
AI,Human,HFOpenAI,NA,GPT4,471
AI,AI,GPTZero,NA,GPT3,30
AI,Human,GPTZero,NA,GPT4,578
AI,AI,GPTZero,NA,GPT4,245
AI,AI,ZeroGPT,NA,GPT4,458
AI,Human,OriginalityAI,NA,GPT4,208
AI,AI,Quil,NA,GPT4,134
AI,AI,Quil,NA,GPT3,38
Human,Human,OriginalityAI,Yes,Human,143
Human,Human,Quil,Yes,Human,98
AI,Human,OriginalityAI,NA,GPT3,620
AI,Human,Crossplag,NA,GPT4,443
AI,Human,Quil,NA,GPT4,123
Human,Human,ZeroGPT,Yes,Human,919
Human,Human,GPTZero,No,Human,329
Human,AI,Sapling,No,Human,345
Human,Human,HFOpenAI,Yes,Human,348
AI,Human,Quil,NA,GPT3,700
AI,AI,HFOpenAI,NA,GPT4,162
AI,AI,Sapling,NA,GPT4,699
Human,Human,GPTZero,Yes,Human,909
Human,Human,ZeroGPT,No,Human,301
AI,Human,Sapling,NA,GPT3,703
AI,Human,OriginalityAI,NA,GPT4,560
AI,Human,OriginalityAI,NA,GPT4,664
AI,Human,ZeroGPT,NA,GPT4,645
AI,Human,Crossplag,NA,GPT4,118
AI,Human,HFOpenAI,NA,GPT4,648
AI,Human,GPTZero,NA,GPT3,9
AI,AI,HFOpenAI,NA,GPT3,487
AI,Human,GPTZero,NA,GPT4,527
AI,Human,GPTZero,NA,GPT4,719
AI,Human,HFOpenAI,NA,GPT3,893
AI,Human,Crossplag,NA,GPT4,714
AI,AI,GPTZero,NA,GPT4,52
Human,Human,GPTZero,Yes,Human,771
Human,AI,HFOpenAI,No,Human,332
AI,Human,ZeroGPT,NA,GPT4,498
AI,Human,ZeroGPT,NA,GPT4,618
AI,AI,OriginalityAI,NA,GPT4,694
AI,Human,OriginalityAI,NA,GPT3,63
Human,Human,Sapling,Yes,Human,485
AI,Human,OriginalityAI,NA,GPT4,271
AI,AI,OriginalityAI,NA,GPT4,172
AI,AI,HFOpenAI,NA,GPT3,541
AI,Human,ZeroGPT,NA,GPT4,923
Human,Human,GPTZero,Yes,Human,819
Human,Human,Quil,Yes,Human,108
Human,Human,Sapling,Yes,Human,424
Human,AI,ZeroGPT,No,Human,322
AI,Human,GPTZero,NA,GPT4,528
Human,Human,OriginalityAI,Yes,Human,347
